doc_id,system,device,area,alarm_code,alarm_name,severity,tag,trigger,possible_causes,actions,reset_condition,source_doc,section_id,chunk_id,table_id,row_id,image_id
DOC-CV302,包装输送系统,CV302 变频皮带输送机,包装车间三层输送线,CV302-A008,编码器信号丢失,中,CV302_ENC,编码器脉冲 5 s 无变化,编码器联轴器松动；线缆断线；粉尘污染码盘；高速计数模块故障,检查编码器机械连接；测量脉冲输入；清洁编码器；切换备用速度反馈,脉冲恢复且速度显示连续,DOC-CV302_conveyor_vfd_alarm_manual.docx,DOC-CV302-SEC-04,DOC-CV302-CH-008,DOC-CV302-TALARM,DOC-CV302-TALARM-R008,ENC
DOC-CV302,包装输送系统,CV302 变频皮带输送机,包装车间三层输送线,CV302-A009,制动器释放失败,高,CV302_BRK,启动命令后制动器未释放,制动线圈损坏；制动器间隙过小；整流模块故障；反馈开关卡住,禁止反复强启；测量制动线圈电压；手动释放检查机械卡涩；检修后重新校验反馈,释放反馈正常,DOC-CV302_conveyor_vfd_alarm_manual.docx,DOC-CV302-SEC-04,DOC-CV302-CH-009,DOC-CV302-TALARM,DOC-CV302-TALARM-R009,BRK
DOC-CV302,包装输送系统,CV302 变频皮带输送机,包装车间三层输送线,CV302-A010,除尘联锁未满足,中,CV302_DUST,除尘风机未运行或压差异常,除尘风机跳停；滤袋堵塞；压差开关故障；联锁旁路未关闭,先启动除尘系统；确认压差在允许范围；禁止无除尘长期输送粉料；检查联锁旁路状态,除尘运行且压差正常,DOC-CV302_conveyor_vfd_alarm_manual.docx,DOC-CV302-SEC-04,DOC-CV302-CH-010,DOC-CV302-TALARM,DOC-CV302-TALARM-R010,DUST
DOC-CW501,循环冷却水系统,CW501A/B 冷却水泵与 CT501 冷却塔,公用工程循环水站,CW501-A001,供水压力低,高,CW501_SP,压力 < 0.28 MPa 持续 20 s,运行泵跳停；旁通阀误开；塔盆液位低导致汽蚀；总管泄漏,确认运行泵状态；启动备用泵；检查旁通阀和补水阀；通知主要用户降低负荷,压力 > 0.34 MPa,DOC-CW501_cooling_water_alarm_manual.docx,DOC-CW501-SEC-04,DOC-CW501-CH-001,DOC-CW501-TALARM,DOC-CW501-TALARM-R001,SP
DOC-CW501,循环冷却水系统,CW501A/B 冷却水泵与 CT501 冷却塔,公用工程循环水站,CW501-A002,回水温度高,中,CW501_RT,回水温度 > 38℃ 持续 10 min,冷却塔风机停运；环境湿球温度高；换热器结垢；循环量不足,增加风机台数；确认塔填料布水均匀；检查供水流量；通知工艺侧评估降负荷,回水温度 < 35℃,DOC-CW501_cooling_water_alarm_manual.docx,DOC-CW501-SEC-04,DOC-CW501-CH-002,DOC-CW501-TALARM,DOC-CW501-TALARM-R002,RT
DOC-CW501,循环冷却水系统,CW501A/B 冷却水泵与 CT501 冷却塔,公用工程循环水站,CW501-A003,冷却塔风机跳停,高,CT501_FAN,运行命令存在但反馈为 0,电机保护动作；振动开关动作；皮带断裂；变频器故障,查看电气故障码；检查风机振动和皮带；切换备用风机；高温天气优先恢复冷却能力,风机运行反馈正常,DOC-CW501_cooling_water_alarm_manual.docx,DOC-CW501-SEC-04,DOC-CW501-CH-003,DOC-CW501-TALARM,DOC-CW501-TALARM-R003,FAN
DOC-CW501,循环冷却水系统,CW501A/B 冷却水泵与 CT501 冷却塔,公用工程循环水站,CW501-A004,冷却水泵振动高,高,CW501_VIB,振动 > 6.3 mm/s 持续 30 s,汽蚀；轴承损伤；叶轮不平衡；基础松动,检查塔盆液位和吸入口压力；现场听诊；采集频谱；超限严重时切泵,振动 < 4.5 mm/s,DOC-CW501_cooling_water_alarm_manual.docx,DOC-CW501-SEC-04,DOC-CW501-CH-004,DOC-CW501-TALARM,DOC-CW501-TALARM-R004,VIB
DOC-CW501,循环冷却水系统,CW501A/B 冷却水泵与 CT501 冷却塔,公用工程循环水站,CW501-A005,旁滤器压差高,低,CW501_FDP,压差 > 80 kPa 持续 15 min,滤网堵塞；反洗失败；入口阀未全开；压差表堵塞,启动反洗程序；切换旁滤器支路；检查反洗排水是否畅通；维护压差取压口,压差 < 45 kPa,DOC-CW501_cooling_water_alarm_manual.docx,DOC-CW501-SEC-04,DOC-CW501-CH-005,DOC-CW501-TALARM,DOC-CW501-TALARM-R005,FDP
DOC-CW501,循环冷却水系统,CW501A/B 冷却水泵与 CT501 冷却塔,公用工程循环水站,CW501-A006,补水液位低,高,CW501_BASIN,塔盆液位 < 35% 持续 60 s,补水阀故障；补水总管压力低；排污阀未关严；泄漏,打开备用补水；检查排污阀；降低循环泵负荷防汽蚀；巡检塔盆泄漏,液位 > 50%,DOC-CW501_cooling_water_alarm_manual.docx,DOC-CW501-SEC-04,DOC-CW501-CH-006,DOC-CW501-TALARM,DOC-CW501-TALARM-R006,BASIN
DOC-CW501,循环冷却水系统,CW501A/B 冷却水泵与 CT501 冷却塔,公用工程循环水站,CW501-A007,电导率高,中,CW501_COND,电导率 > 2400 μS/cm 持续 30 min,浓缩倍数过高；排污阀未动作；补水水质异常；电导率探头污染,启动排污；确认补水水质；清洗探头；加密水质化验,电导率 < 2100 μS/cm,DOC-CW501_cooling_water_alarm_manual.docx,DOC-CW501-SEC-04,DOC-CW501-CH-007,DOC-CW501-TALARM,DOC-CW501-TALARM-R007,COND
DOC-CW501,循环冷却水系统,CW501A/B 冷却水泵与 CT501 冷却塔,公用工程循环水站,CW501-A008,加药泵故障,中,CW501_CHEM,加药泵运行反馈丢失,药箱液位低；隔膜破损；出口单向阀堵塞；电机故障,检查药箱液位；切换备用加药泵；检查出口压力；记录未加药时间,加药流量恢复,DOC-CW501_cooling_water_alarm_manual.docx,DOC-CW501-SEC-04,DOC-CW501-CH-008,DOC-CW501-TALARM,DOC-CW501-TALARM-R008,CHEM
DOC-CW501,循环冷却水系统,CW501A/B 冷却水泵与 CT501 冷却塔,公用工程循环水站,CW501-A009,塔盆液位高,中,CW501_BASIN,液位 > 85% 持续 120 s,补水阀内漏；雨水进入塔盆；液位计漂移；溢流管堵塞,关闭补水阀观察；检查溢流管；比对现场液位；校验液位计,液位回到 65% 以下,DOC-CW501_cooling_water_alarm_manual.docx,DOC-CW501-SEC-04,DOC-CW501-CH-009,DOC-CW501-TALARM,DOC-CW501-TALARM-R009,HIGH
DOC-CW501,循环冷却水系统,CW501A/B 冷却水泵与 CT501 冷却塔,公用工程循环水站,CW501-A010,流量分配异常,中,CW501_FLOW_BAL,支路流量偏差 > 25%,支路阀位不一致；换热器堵塞；流量计故障；用户侧旁路打开,核对各支路阀位；检查换热器进出口温差；比对便携式流量计；调整平衡阀,支路偏差 < 10%,DOC-CW501_cooling_water_alarm_manual.docx,DOC-CW501-SEC-04,DOC-CW501-CH-010,DOC-CW501-TALARM,DOC-CW501-TALARM-R010,BAL
DOC-HLB21,旋转设备状态监测系统,HLB21AN001CE 振动监测点,压缩机房与泵区,HLB21-A001,速度 RMS 高,中,HLB21_VRMS,RMS > 5.0 mm/s 持续 10 min,转子不平衡；基础松动；联轴器不对中；工况流量偏离,查看趋势是否缓慢上升；做 FFT 确认 1X/2X 成分；现场检查地脚螺栓；计划检修动平衡或对中,RMS < 4.0 mm/s,DOC-HLB21_bearing_vibration_diagnosis_manual.docx,DOC-HLB21-SEC-04,DOC-HLB21-CH-001,DOC-HLB21-TALARM,DOC-HLB21-TALARM-R001,RMS
DOC-HLB21,旋转设备状态监测系统,HLB21AN001CE 振动监测点,压缩机房与泵区,HLB21-A002,加速度峰值高,中,HLB21_APK,峰值 > 8 g 持续 5 min,轴承滚动体冲击；异物碰摩；齿轮啮合冲击；传感器安装松动,查看峰值因子和波形；检查安装螺纹扭矩；做包络谱分析；必要时缩短巡检周期,峰值 < 5 g,DOC-HLB21_bearing_vibration_diagnosis_manual.docx,DOC-HLB21-SEC-04,DOC-HLB21-CH-002,DOC-HLB21-TALARM,DOC-HLB21-TALARM-R002,APK
DOC-HLB21,旋转设备状态监测系统,HLB21AN001CE 振动监测点,压缩机房与泵区,HLB21-A003,包络谱外圈特征频率异常,高,HLB21_ENV_BPFO,BPFO 幅值超过基线 3 倍,轴承外圈剥落；润滑污染；载荷冲击；安装座局部变形,复核轴承型号和特征频率；采集高频加速度；检查润滑脂污染；安排停机开盖检查,BPFO 幅值回落或更换轴承后正常,DOC-HLB21_bearing_vibration_diagnosis_manual.docx,DOC-HLB21-SEC-04,DOC-HLB21-CH-003,DOC-HLB21-TALARM,DOC-HLB21-TALARM-R003,BPFO
DOC-HLB21,旋转设备状态监测系统,HLB21AN001CE 振动监测点,压缩机房与泵区,HLB21-A004,包络谱内圈特征频率异常,高,HLB21_ENV_BPFI,BPFI 幅值超过基线 3 倍,轴承内圈裂纹；过盈配合异常；轴电流损伤；长期过载,核对转速修正后的 BPFI；观察边带是否明显；检查接地碳刷或轴电压；准备更换轴承,BPFI 幅值低于报警线,DOC-HLB21_bearing_vibration_diagnosis_manual.docx,DOC-HLB21-SEC-04,DOC-HLB21-CH-004,DOC-HLB21-TALARM,DOC-HLB21-TALARM-R004,BPFI
DOC-HLB21,旋转设备状态监测系统,HLB21AN001CE 振动监测点,压缩机房与泵区,HLB21-A005,疑似不对中,中,HLB21_FFT_2X,2X 转频幅值持续升高,联轴器对中超差；热膨胀补偿不足；软脚；管道应力,检查 1X 与 2X 比例；进行激光对中；检查软脚和管道应力；对中后建立新基线,2X 幅值下降到基线 1.5 倍以内,DOC-HLB21_bearing_vibration_diagnosis_manual.docx,DOC-HLB21-SEC-04,DOC-HLB21-CH-005,DOC-HLB21-TALARM,DOC-HLB21-TALARM-R005,ALIGN
DOC-HLB21,旋转设备状态监测系统,HLB21AN001CE 振动监测点,压缩机房与泵区,HLB21-A006,疑似不平衡,中,HLB21_FFT_1X,1X 转频主导且相位稳定,叶轮积灰；转子磨损；联轴器配重脱落；介质结垢,确认相位是否稳定；检查叶轮和联轴器；清理积灰后复测；必要时做现场动平衡,1X 幅值恢复,DOC-HLB21_bearing_vibration_diagnosis_manual.docx,DOC-HLB21-SEC-04,DOC-HLB21-CH-006,DOC-HLB21-TALARM,DOC-HLB21-TALARM-R006,UNBAL
DOC-HLB21,旋转设备状态监测系统,HLB21AN001CE 振动监测点,压缩机房与泵区,HLB21-A007,机械松动特征,高,HLB21_FFT_HARM,多倍频和半频成分明显,地脚螺栓松动；轴承座裂纹；基础灌浆开裂；传感器座松动,现场检查紧固件；锤击检查基础空鼓；复核传感器底座；缺陷未排除前限制负荷,倍频成分消失,DOC-HLB21_bearing_vibration_diagnosis_manual.docx,DOC-HLB21-SEC-04,DOC-HLB21-CH-007,DOC-HLB21-TALARM,DOC-HLB21-TALARM-R007,LOOSE
DOC-HLB21,旋转设备状态监测系统,HLB21AN001CE 振动监测点,压缩机房与泵区,HLB21-A008,传感器线缆故障,低,HLB21_SNR,信噪比 < 12 dB 或信号断续,航空插头松动；电缆屏蔽破损；采集模块接地差；传感器供电异常,检查插头和电缆；查看原始波形是否削顶；测量 IEPE 供电；更换传感器交叉验证,SNR > 18 dB,DOC-HLB21_bearing_vibration_diagnosis_manual.docx,DOC-HLB21-SEC-04,DOC-HLB21-CH-008,DOC-HLB21-TALARM,DOC-HLB21-TALARM-R008,CABLE
DOC-HLB21,旋转设备状态监测系统,HLB21AN001CE 振动监测点,压缩机房与泵区,HLB21-A009,温度振动耦合升高,高,HLB21_TEMP_VIB,温度和 RMS 同时升高超过基线,润滑失效；轴承损伤加剧；负载升高；冷却不足,联合查看温度和振动趋势；检查润滑系统；降低负荷；缩短复测周期到 2 h,温度和振动均回落,DOC-HLB21_bearing_vibration_diagnosis_manual.docx,DOC-HLB21-SEC-04,DOC-HLB21-CH-009,DOC-HLB21-TALARM,DOC-HLB21-TALARM-R009,TV
DOC-HLB21,旋转设备状态监测系统,HLB21AN001CE 振动监测点,压缩机房与泵区,HLB21-A010,趋势退化预警,中,HLB21_TREND,7 日滚动均值斜率超过阈值,早期磨损；工况长期偏离；润滑周期不合理；基线选择过旧,生成趋势报告；比较同类设备基线；更新维护计划；不要仅凭单点异常停机,趋势斜率回归正常或已完成检修,DOC-HLB21_bearing_vibration_diagnosis_manual.docx,DOC-HLB21-SEC-04,DOC-HLB21-CH-010,DOC-HLB21-TALARM,DOC-HLB21-TALARM-R010,TREND
DOC-B701,蒸汽锅炉系统,B701 水管锅炉,锅炉房主控室,B701-A001,汽包液位高,高,B701_LVL,液位 > +120 mm 持续 10 s,给水调节阀卡开；负荷骤降导致虚假水位；液位计堵塞；三冲量控制异常,降低给水阀开度；核对双色水位计；避免立即大幅排污；确认蒸汽负荷变化,液位回到 +50 mm 内,DOC-B701_boiler_safety_alarm_manual.docx,DOC-B701-SEC-04,DOC-B701-CH-001,DOC-B701-TALARM,DOC-B701-TALARM-R001,LVH
DOC-B701,蒸汽锅炉系统,B701 水管锅炉,锅炉房主控室,B701-A002,汽包液位低,高高,B701_LVL,液位 < -120 mm 持续 5 s,给水泵故障；给水阀关闭；排污阀未关；负荷骤升虚假低水位,立即增加给水并核对真实水位；低低联锁后按规程停炉；严禁缺水后盲目上水；通知班长现场确认,真实水位恢复且无过热风险,DOC-B701_boiler_safety_alarm_manual.docx,DOC-B701-SEC-04,DOC-B701-CH-002,DOC-B701-TALARM,DOC-B701-TALARM-R002,LVL
DOC-B701,蒸汽锅炉系统,B701 水管锅炉,锅炉房主控室,B701-A003,炉膛压力高,高高,B701_FURP,炉膛压力 > +20 Pa 持续 3 s,引风机跳停；烟道挡板关闭；燃烧风配比异常；炉膛爆燃,立即降低燃料；确认引风机和挡板；人员远离炉门看火孔；必要时执行 MFT,炉膛负压恢复,DOC-B701_boiler_safety_alarm_manual.docx,DOC-B701-SEC-04,DOC-B701-CH-003,DOC-B701-TALARM,DOC-B701-TALARM-R003,FURP
DOC-B701,蒸汽锅炉系统,B701 水管锅炉,锅炉房主控室,B701-A004,火焰丧失,高高,B701_FLAME,任一主火焰检测丢失,燃料压力低；点火器故障；风量过大吹灭；火检探头污染,立即执行燃料切断确认；按吹扫程序重新点火；清洁火检探头；禁止未吹扫直接重启,重新点火成功且火焰稳定,DOC-B701_boiler_safety_alarm_manual.docx,DOC-B701-SEC-04,DOC-B701-CH-004,DOC-B701-TALARM,DOC-B701-TALARM-R004,FLAME
DOC-B701,蒸汽锅炉系统,B701 水管锅炉,锅炉房主控室,B701-A005,给水流量低,高,B701_FWF,给水流量低于负荷需求 20%,给水泵汽蚀；调节阀故障；除氧器液位低；流量计故障,检查给水泵出口压力；切换备用泵；降低锅炉负荷；核对除氧器液位,给水流量恢复匹配负荷,DOC-B701_boiler_safety_alarm_manual.docx,DOC-B701-SEC-04,DOC-B701-CH-005,DOC-B701-TALARM,DOC-B701-TALARM-R005,FWF
DOC-B701,蒸汽锅炉系统,B701 水管锅炉,锅炉房主控室,B701-A006,蒸汽压力高,高,B701_STP,压力 > 1.32 MPa 持续 10 s,用汽量骤降；燃料调节滞后；主汽阀开度不足；压力变送器偏差,降低燃料量；打开合规旁路或通知用户增汽；核对压力表；安全阀动作时禁止强制压回,压力 < 1.25 MPa,DOC-B701_boiler_safety_alarm_manual.docx,DOC-B701-SEC-04,DOC-B701-CH-006,DOC-B701-TALARM,DOC-B701-TALARM-R006,STP
DOC-B701,蒸汽锅炉系统,B701 水管锅炉,锅炉房主控室,B701-A007,燃烧管理系统跳闸,高高,B701_BMS,BMS Trip 输出动作,任一硬联锁触发；燃气阀检漏失败；吹扫条件不满足；控制柜故障,读取首出原因；确认燃料切断阀关闭；按规程完成吹扫；未查明原因不得复位,首出原因处理并完成吹扫,DOC-B701_boiler_safety_alarm_manual.docx,DOC-B701-SEC-04,DOC-B701-CH-007,DOC-B701-TALARM,DOC-B701-TALARM-R007,BMS
DOC-B701,蒸汽锅炉系统,B701 水管锅炉,锅炉房主控室,B701-A008,烟气氧量低,中,B701_O2,O2 < 2.0% 持续 60 s,送风量不足；燃料过量；氧量探头漂移；烟道漏风导致控制误判,增加送风或降低燃料；检查风门开度；比对便携式烟气分析仪；清洁氧探头,O2 回到 3% 以上,DOC-B701_boiler_safety_alarm_manual.docx,DOC-B701-SEC-04,DOC-B701-CH-008,DOC-B701-TALARM,DOC-B701-TALARM-R008,O2
DOC-B701,蒸汽锅炉系统,B701 水管锅炉,锅炉房主控室,B701-A009,省煤器出口温度高,中,B701_ECO_T,温度 > 180℃ 持续 5 min,给水流量低；烟气温度高；省煤器结垢；测温点漂移,检查给水流量；降低燃烧负荷；安排清灰和水侧检查；校验温度点,温度 < 165℃,DOC-B701_boiler_safety_alarm_manual.docx,DOC-B701-SEC-04,DOC-B701-CH-009,DOC-B701-TALARM,DOC-B701-TALARM-R009,ECO
DOC-B701,蒸汽锅炉系统,B701 水管锅炉,锅炉房主控室,B701-A010,安全阀动作,高高,B701_SV,安全阀开启反馈或现场确认,蒸汽压力超过整定值；安全阀误动作；压力控制失败；用汽系统阀门关闭,立即降低燃料和压力；人员远离排汽方向；记录动作压力和回座压力；动作后安排校验,安全阀回座且压力正常,DOC-B701_boiler_safety_alarm_manual.docx,DOC-B701-SEC-04,DOC-B701-CH-010,DOC-B701-TALARM,DOC-B701-TALARM-R010,SV
DOC-TK110,配料与储罐系统,TK110 配料罐,制剂车间配料区,TK110-A001,高高液位,高高,TK110_LVL,液位 > 92% 持续 5 s,进料阀未关严；液位计漂移；配方量设置过大；泡沫导致假液位,立即关闭所有进料阀；停止上游泵；核对现场液位和称重；禁止继续投料,液位 < 85% 且原因确认,DOC-TK110_tank_batching_alarm_manual.docx,DOC-TK110-SEC-04,DOC-TK110-CH-001,DOC-TK110-TALARM,DOC-TK110-TALARM-R001,HH
DOC-TK110,配料与储罐系统,TK110 配料罐,制剂车间配料区,TK110-A002,低低液位,高,TK110_LVL,液位 < 8% 持续 10 s,出料泵抽空；液位计故障；排放阀未关；配方阶段未装料,停止出料泵防干运转；检查排放阀；核对称重值；确认液位计状态,液位 > 15%,DOC-TK110_tank_batching_alarm_manual.docx,DOC-TK110-SEC-04,DOC-TK110-CH-002,DOC-TK110-TALARM,DOC-TK110-TALARM-R002,LL
DOC-TK110,配料与储罐系统,TK110 配料罐,制剂车间配料区,TK110-A003,进料阀关闭失败,高,TK110_INV,关闭命令后反馈仍开,气动阀卡涩；电磁阀漏气；反馈开关失准；阀座有异物,关闭上游手阀；停止对应进料泵；检查阀门反馈；必要时隔离该原料线,阀门关闭反馈正常,DOC-TK110_tank_batching_alarm_manual.docx,DOC-TK110-SEC-04,DOC-TK110-CH-003,DOC-TK110-TALARM,DOC-TK110-TALARM-R003,INV
DOC-TK110,配料与储罐系统,TK110 配料罐,制剂车间配料区,TK110-A004,出料泵干运转,高,TK110_PUMP,泵运行且流量低/液位低,罐液位不足；出口阀关闭；泵未灌满；流量计故障,立即停泵；确认罐液位；打开排气灌泵；复位后点动试车,泵有稳定流量且无异响,DOC-TK110_tank_batching_alarm_manual.docx,DOC-TK110-SEC-04,DOC-TK110-CH-004,DOC-TK110-TALARM,DOC-TK110-TALARM-R004,DRY
DOC-TK110,配料与储罐系统,TK110 配料罐,制剂车间配料区,TK110-A005,称量偏差大,中,TK110_WT,实际累计量偏离配方 > 1.5%,流量计系数错误；阀门关闭滞后；称重传感器漂移；人工补料未录入,暂停批次进入 HOLD；核对配方目标量；复核称重零点；由质量人员判定偏差处理,偏差记录关闭,DOC-TK110_tank_batching_alarm_manual.docx,DOC-TK110-SEC-04,DOC-TK110-CH-005,DOC-TK110-TALARM,DOC-TK110-TALARM-R005,WT
DOC-TK110,配料与储罐系统,TK110 配料罐,制剂车间配料区,TK110-A006,搅拌器过载,高,TK110_AGI,电流 > 额定 120% 持续 10 s,物料粘度过高；叶轮被异物卡住；液位过低造成搅拌不稳定；减速机故障,停止加料并降低搅拌转速；检查罐内异常声；确认液位和粘度；必要时停机检修,电流恢复正常,DOC-TK110_tank_batching_alarm_manual.docx,DOC-TK110-SEC-04,DOC-TK110-CH-006,DOC-TK110-TALARM,DOC-TK110-TALARM-R006,AGI
DOC-TK110,配料与储罐系统,TK110 配料罐,制剂车间配料区,TK110-A007,泡沫检测报警,中,TK110_FOAM,泡沫探头动作超过 20 s,进料速度过快；消泡剂不足；配方温度不合适；探头挂料,降低进料速度；按规程加入消泡剂；检查温度和搅拌速度；清洁泡沫探头,泡沫探头复位且液位可信,DOC-TK110_tank_batching_alarm_manual.docx,DOC-TK110-SEC-04,DOC-TK110-CH-007,DOC-TK110-TALARM,DOC-TK110-TALARM-R007,FOAM
DOC-TK110,配料与储罐系统,TK110 配料罐,制剂车间配料区,TK110-A008,配方不匹配,高,TK110_RECIPE,当前物料/批号与配方不一致,扫码错误；MES 下发版本过旧；人工选择错误配方；物料标签污染,立即停止投料；核对 MES 配方版本；通知质量复核物料；错误物料不得混入,配方和物料复核通过,DOC-TK110_tank_batching_alarm_manual.docx,DOC-TK110-SEC-04,DOC-TK110-CH-008,DOC-TK110-TALARM,DOC-TK110-TALARM-R008,RECIPE
DOC-TK110,配料与储罐系统,TK110 配料罐,制剂车间配料区,TK110-A009,流量计脉冲丢失,中,TK110_FT,阀开且泵运行但脉冲为 0,流量计卡死；线缆断线；小流量低于下限；脉冲输入模块故障,暂停对应投料；检查现场流量；测量脉冲信号；切换备用计量方式需审批,脉冲恢复或备用计量确认,DOC-TK110_tank_batching_alarm_manual.docx,DOC-TK110-SEC-04,DOC-TK110-CH-009,DOC-TK110-TALARM,DOC-TK110-TALARM-R009,FT
DOC-TK110,配料与储罐系统,TK110 配料罐,制剂车间配料区,TK110-A010,CIP 未完成,高,TK110_CIP,CIP 状态未完成但请求投料,清洗步骤中断；电导率未达标；操作员误跳步；CIP 记录未回传,禁止投料；查看 CIP 步骤记录；完成补洗或重新清洗；质量确认后解除,CIP 完成且 QA 放行,DOC-TK110_tank_batching_alarm_manual.docx,DOC-TK110-SEC-04,DOC-TK110-CH-010,DOC-TK110-TALARM,DOC-TK110-TALARM-R010,CIP
